fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
6.8,0.24,0.29,9.5,0.042,56,157,0.99586,3.11,0.51,10.1,6
6.9,0.22,0.32,9.3,0.04,22,110,0.9958,3.34,0.54,10.7,7
6,0.36,0.16,6.3,0.036,36,191,0.9942,3.17,0.62,9.8,5
6.4,0.21,0.21,5.1,0.097,21,105,0.9939,3.07,0.46,9.6,5
7.3,0.28,0.35,1.6,0.054,31,148,0.99178,3.18,0.47,10.7,5
6.6,0.26,0.27,1.5,0.04,19,114,0.99295,3.36,0.62,10.5,6
7.5,0.32,0.24,4.6,0.053,8,134,0.9958,3.14,0.5,9.1,3
7.7,0.3,0.34,1.2,0.048,4,119,0.99084,3.18,0.34,12.1,6
5.7,0.31,0.28,4.1,0.03,22,86,0.99062,3.31,0.38,11.7,7
6.4,0.22,0.38,9.1,0.044,35,127,0.99326,2.97,0.3,11,7
6,0.28,0.25,1.8,0.042,8,108,0.9929,3.08,0.55,9,5
6.5,0.26,0.39,1.4,0.02,12,66,0.99089,3.25,0.75,11.3,7
6.2,0.34,0.25,12.1,0.059,33,171,0.99769,3.14,0.56,8.7,6
6.3,0.24,0.29,1.6,0.052,48,185,0.9934,3.21,0.5,9.4,5
5.4,0.33,0.31,4,0.03,27,108,0.99031,3.3,0.43,12.2,7
6.4,0.2,0.22,7.4,0.032,53,172,0.99404,3.24,0.58,11,6
7.6,0.18,0.36,2.4,0.049,38,123,0.996,3.6,0.46,10.3,5
6,0.495,0.27,5,0.157,17,129,0.99396,3.03,0.36,9.3,5
7,0.19,0.33,6.3,0.032,42,127,0.99182,3.31,0.38,12.2,6
6.8,0.37,0.51,11.8,0.044,62,163,0.9976,3.19,0.44,8.8,5
6.8,0.3,0.35,2.8,0.038,10,164,0.9912,3.09,0.53,12,6
5.8,0.26,0.24,9.2,0.044,55,152,0.9961,3.31,0.38,9.4,5
6.5,0.23,0.39,1.9,0.036,41,98,0.99,3.19,0.43,11.9,7
6.7,0.26,0.29,7.1,0.036,28,100,0.99534,3.08,0.36,9.3,6
7.8,0.49,0.49,7,0.043,29,149,0.9952,3.21,0.33,10,5
7.2,0.34,0.23,8.9,0.105,22,155,0.99692,3.01,0.58,9.5,5
7.7,0.39,0.34,10,0.056,35,178,0.9974,3.26,0.6,10.2,5
6.4,0.29,0.57,1,0.06,15,120,0.9924,3.06,0.41,9.5,5
7,0.31,0.52,1.7,0.029,5,61,0.9918,3.07,0.43,10.4,5
7.3,0.3,0.74,13.5,0.039,46,165,0.9982,3.02,0.4,8.7,5
7.8,0.27,0.58,11.2,0.036,44,161,0.9977,3.06,0.41,8.9,6
7,0.24,0.18,1.3,0.046,9,62,0.994,3.38,0.47,10.1,4
7.6,0.4,0.27,1.2,0.053,23,193,0.99164,3.22,0.38,11.6,5
6,0.32,0.3,1.9,0.033,41,142,0.98912,3.29,0.42,12.8,7
6.8,0.22,0.41,6.7,0.034,39,116,0.99245,3.18,0.46,11.5,6
6.3,0.36,0.2,2,0.048,48,191,0.9929,3.17,0.51,9.6,5
6.4,0.25,0.32,11.3,0.038,69,192,0.99573,3.14,0.5,10.2,6
7,0.21,0.28,8.7,0.045,37,222,0.9954,3.25,0.54,10.4,6
7.5,0.26,0.38,5.7,0.021,23,125,0.99338,3.13,0.62,11.1,6
6,0.31,0.27,2.3,0.042,19,120,0.98952,3.32,0.41,12.7,7
6.5,0.33,0.3,3.8,0.036,34,88,0.99028,3.25,0.63,12.5,7
8.2,0.23,0.4,7.5,0.049,12,76,0.9966,3.06,0.84,9.7,6
7.2,0.27,0.37,5.4,0.026,27,114,0.99174,3.13,0.84,12.7,5
6.2,0.22,0.3,12.4,0.054,108,152,0.99728,3.1,0.47,9.5,6
6.8,0.37,0.28,4,0.03,29,79,0.99,3.23,0.46,12.4,7
5.8,0.28,0.66,9.1,0.039,26,159,0.9965,3.66,0.55,10.8,5
7.7,0.26,0.32,1.2,0.04,26,117,0.993,3.21,0.56,10.8,5
7.6,0.17,0.27,4.6,0.05,23,98,0.99422,3.08,0.47,9.5,6
6.1,0.28,0.24,19.95,0.074,32,174,0.99922,3.19,0.44,9.3,6
6.5,0.32,0.12,11.5,0.033,35,165,0.9974,3.22,0.32,9,5
5.8,0.18,0.37,1.1,0.036,31,96,0.98942,3.16,0.48,12,6
5.8,0.24,0.39,1.5,0.054,37,158,0.9932,3.21,0.52,9.3,6
7.6,0.29,0.29,4.4,0.051,26,146,0.9939,3.16,0.39,10.2,5
7,0.2,0.38,8.1,0.05,42,173,0.99585,3.3,0.54,9.8,6
5.9,0.34,0.25,2,0.042,12,110,0.99034,3.02,0.54,11.4,6
7.6,0.29,0.49,9.6,0.03,45,197,0.9938,3.13,0.38,12.3,7
6.2,0.35,0.03,1.2,0.064,29,120,0.9934,3.22,0.54,9.1,5
6.4,0.33,0.44,8.9,0.055,52,164,0.99488,3.1,0.48,9.6,5
7.5,0.305,0.4,18.9,0.059,44,170,1,2.99,0.46,9,5
6.2,0.16,0.33,1.1,0.057,21,82,0.991,3.32,0.46,10.9,7
6.7,0.18,0.19,4.7,0.046,57,161,0.9946,3.32,0.66,10.5,6
6.6,0.905,0.19,0.8,0.048,17,204,0.9934,3.34,0.56,10,5
6.7,0.19,0.32,3.7,0.041,26,76,0.99173,2.9,0.57,10.5,7
6.3,0.33,0.27,1.2,0.046,34,175,0.9934,3.37,0.54,9.4,6
7,0.23,0.36,13,0.051,72,177,0.9972,3.16,0.49,9.8,5
6.5,0.4,0.31,3.5,0.046,22,147,0.99024,3.15,0.31,12,7
6.2,0.36,0.27,3.2,0.032,13,73,0.98942,2.9,0.69,12.6,7
6.3,0.35,0.3,5.7,0.035,8,97,0.9927,3.27,0.41,11,7
7.2,0.21,1,1.1,0.154,46,114,0.9931,2.95,0.43,9.2,6
6.6,0.38,0.36,9.2,0.061,42,214,0.9976,3.31,0.56,9.4,5
7.6,0.37,0.51,11.7,0.094,58,181,0.99776,2.91,0.51,9,5
8.2,0.3,0.44,12.4,0.043,52,154,0.99452,3.04,0.33,12,6
6.2,0.25,0.21,15.55,0.039,28,159,0.9982,3.48,0.64,9.6,6
6,0.17,0.33,6,0.036,30,111,0.99362,3.32,0.58,10.13333333,7
7.2,0.25,0.32,1.5,0.047,27,132,0.9933,3.26,0.44,10.5,5
7,0.21,0.22,5.1,0.048,38,168,0.9945,3.34,0.49,10.4,6
7.1,0.32,0.24,13.1,0.05,52,204,0.998,3.1,0.49,8.8,5
7.3,0.2,0.37,1.2,0.037,48,119,0.992,3.32,0.49,10.9,6
7.1,0.2,0.34,16,0.05,51,166,0.9985,3.21,0.6,9.2,6
7.5,0.14,0.34,1.3,0.055,50,153,0.9945,3.29,0.8,9.6,6
7.3,0.28,0.42,1.2,0.033,29,142,0.99205,3.17,0.43,10.7,4
7.4,0.21,0.3,7.9,0.039,14,118,0.9942,2.96,0.34,10.4,5
7,0.27,0.29,3.9,0.059,28,199,0.9961,3.54,0.59,10.3,5
5.9,0.24,0.3,2,0.033,28,92,0.99225,3.39,0.69,10.9,7
6.3,0.13,0.42,1.1,0.043,63,146,0.99066,3.13,0.72,11.2,7
6.8,0.45,0.28,26.05,0.031,27,122,1.00295,3.06,0.42,10.6,6
7.2,0.23,0.32,8.5,0.058,47,186,0.9956,3.19,0.4,9.9,6
6.1,0.28,0.16,1.3,0.06,36,126,0.99353,3.13,0.46,8.7,6
7.1,0.21,0.28,2.7,0.034,23,111,0.99405,3.35,0.64,10.2,4
7.3,0.36,0.54,13.3,0.054,63,193,0.99864,3.06,0.49,8.6,4
6.2,0.23,0.36,17.2,0.039,37,130,0.99946,3.23,0.43,8.8,6
6.5,0.22,0.32,2.2,0.028,36,92,0.99076,3.27,0.59,11.9,7
5.8,0.33,0.23,5,0.053,29,106,0.99458,3.13,0.52,9,5
6.4,0.16,0.28,2.2,0.042,33,93,0.9914,3.31,0.43,11.1,6
6.2,0.28,0.28,4.3,0.026,22,105,0.989,2.98,0.64,13.1,8
7.3,0.2,0.29,19.5,0.039,69,237,1.00037,3.1,0.48,9.2,6
6.7,0.27,0.31,15.7,0.036,44,179,0.9979,3.26,0.56,9.6,5
5.8,0.42,0.3,2.2,0.035,26,129,0.989,3.32,0.47,12.9,6
6,0.34,0.32,3.8,0.044,13,116,0.99108,3.39,0.44,11.8,7
6.5,0.21,0.4,7.3,0.041,49,115,0.99268,3.21,0.43,11,6
6.8,0.25,0.27,10.7,0.076,47,154,0.9967,3.05,0.38,9,5
7.5,0.17,0.32,1.7,0.04,51,148,0.9916,3.21,0.44,11.5,7
6.8,0.22,0.3,13.6,0.055,50,180,0.9984,3.44,0.39,9.8,5
6.8,0.17,0.35,1.8,0.04,29,84,0.98961,2.91,0.57,12,7
7,0.31,0.31,9.1,0.036,45,140,0.99216,2.98,0.31,12,7
6.5,0.2,0.24,9.2,0.044,25,150,0.99502,3.22,0.44,10.5,5
6.2,0.76,0.01,3.2,0.041,18,120,0.99026,3.2,0.94,13.7,7
6.7,0.26,0.29,7.7,0.038,40,179,0.99479,3.23,0.56,10.4,6
6.1,0.16,0.34,6.1,0.034,31,114,0.99365,3.32,0.58,10.13333333,7
7.7,0.31,0.23,2,0.069,29,134,0.99382,3.11,0.62,9.8,5
6.2,0.16,0.47,1.4,0.029,23,81,0.99,3.26,0.42,12.2,6
7.3,0.25,0.36,13.1,0.05,35,200,0.9986,3.04,0.46,8.9,7
7.7,0.27,0.34,1.8,0.028,26,168,0.9911,2.99,0.48,12.1,7
5.1,0.26,0.34,6.4,0.034,26,99,0.99449,3.23,0.41,9.2,6
7.6,0.26,0.32,1.3,0.048,23,76,0.9903,2.96,0.46,12,6
8.1,0.24,0.26,11,0.043,41,211,0.99676,3.11,0.49,10,6
6.1,0.27,0.32,6.2,0.048,47,161,0.99281,3.22,0.6,11,6
7.4,0.2,0.29,1.7,0.047,16,100,0.99243,3.28,0.45,10.6,6
7,0.17,0.74,12.8,0.045,24,126,0.9942,3.26,0.38,12.2,8
6.6,0.41,0.24,4.9,0.158,47,144,0.99471,3.17,0.49,9.4,5
6.8,0.27,0.28,13.3,0.076,50,163,0.9979,3.03,0.38,8.6,6
11.8,0.23,0.38,11.1,0.034,15,123,0.9997,2.93,0.55,9.7,3
7.9,0.12,0.49,5.2,0.049,33,152,0.9952,3.18,0.47,10.6,6
6.8,0.28,0.29,11.9,0.052,51,149,0.99544,3.02,0.58,10.4,6
5.9,0.23,0.28,8.6,0.046,37,142,0.99432,3.23,0.53,10.6,6
7.9,0.34,0.44,6.5,0.027,47,126,0.99124,2.96,0.37,12.5,6
7.5,0.13,0.38,1.1,0.023,42,104,0.99112,3.28,0.53,11.8,6
7.4,0.4,0.29,5.4,0.044,31,122,0.994,3.3,0.5,11.1,8
9.7,0.24,0.45,1.2,0.033,11,59,0.9926,2.74,0.47,10.8,6
6.5,0.2,0.33,1.5,0.039,36,110,0.99008,3.22,0.65,12,6
6.7,0.24,0.32,9,0.023,20,109,0.99262,3.34,0.35,12.6,6
6.9,0.19,0.6,4,0.037,6,122,0.99255,2.92,0.59,10.4,4
7.2,0.37,0.15,2,0.029,27,87,0.9903,3.3,0.59,12.6,7
7.6,0.3,0.25,4.3,0.054,22,111,0.9956,3.12,0.49,9.2,5
9.2,0.22,0.4,2.4,0.054,18,151,0.9952,3.04,0.46,9.3,4
6.1,0.34,0.29,2.2,0.036,25,100,0.98938,3.06,0.44,11.8,6
6.4,0.25,0.33,1.7,0.037,35,113,0.99164,3.23,0.66,10.6,6
6.7,0.48,0.49,2.9,0.03,28,122,0.98926,3.13,0.4,13,6
8.3,0.23,0.3,2.1,0.049,21,153,0.9953,3.09,0.5,9.6,6
6.5,0.33,0.24,14.5,0.048,20,96,0.99456,3.06,0.3,11.5,8
7.8,0.3,0.74,1.8,0.033,33,156,0.991,3.29,0.52,12.8,6
6.6,0.18,0.35,1.5,0.049,49,141,0.9934,3.43,0.85,10.2,7
6.9,0.46,0.2,0.9,0.054,5,126,0.992,3.1,0.42,10.4,6
6.5,0.15,0.55,5.9,0.045,75,162,0.99482,2.97,0.4,9.3,5
7.5,0.24,0.31,13.1,0.05,26,180,0.99884,3.05,0.53,9.1,6
6.8,0.32,0.34,6,0.05,5,129,0.9953,3.19,0.4,9.1,5
6.7,0.18,0.25,14.3,0.048,79,149,0.9975,3.12,0.37,9.7,5
5.6,0.26,0,10.2,0.038,13,111,0.99315,3.44,0.46,12.4,6
6.8,0.32,0.33,0.7,0.027,15,66,0.9899,3.11,0.31,11.8,6
7.6,0.27,0.29,2.5,0.059,37,115,0.99328,3.09,0.37,9.8,5
6.9,0.3,0.25,3.3,0.041,26,124,0.99428,3.18,0.5,9.3,6
7.2,0.32,0.3,8.25,0.02,14,104,0.99362,2.99,0.44,11.4,6
5.9,0.37,0.1,1.6,0.057,39,128,0.9924,3.24,0.48,10.1,5
7.3,0.26,0.31,1.6,0.04,39,173,0.9918,3.19,0.51,11.4,6
7.2,0.33,0.34,2,0.044,61,171,0.98947,3.25,0.53,13.3,7
5.8,0.22,0.25,1.5,0.024,21,109,0.99234,3.37,0.58,10.4,6
6.5,0.22,0.19,1.1,0.064,36,191,0.99297,3.05,0.5,9.5,6
7.8,0.28,0.31,2.1,0.046,28,208,0.99434,3.23,0.64,9.8,5
6.3,0.25,0.22,3.3,0.048,41,161,0.99256,3.16,0.5,10.5,6
8.2,0.35,0.4,6.3,0.039,35,162,0.9936,3.15,0.34,11.9,7
6.5,0.34,0.36,11,0.052,53,247,0.9984,3.44,0.55,9.3,6
6.6,0.34,0.24,3.3,0.034,29,99,0.99031,3.1,0.4,12.3,7
6.6,0.17,0.26,7.4,0.052,45,128,0.99388,3.16,0.37,10,6
6.4,0.33,0.31,5.5,0.048,42,173,0.9951,3.19,0.66,9.3,6
6.3,0.3,0.48,7.4,0.053,34,149,0.99472,3.18,0.53,9.8,5
8.1,0.28,0.39,1.9,0.029,18,79,0.9923,3.23,0.52,11.8,6
7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7,7
7,0.39,0.24,1,0.048,8,119,0.9923,3,0.31,10.1,4
7,0.13,0.37,12.85,0.042,36,105,0.99581,3.05,0.55,10.7,6
5.7,0.22,0.22,16.65,0.044,39,110,0.99855,3.24,0.48,9,6
6.6,0.34,0.2,1,0.053,26,112,0.99336,3.32,0.55,9.1,5
6.4,0.26,0.21,7.1,0.04,35,162,0.9956,3.39,0.58,9.9,6
5.7,0.335,0.34,1,0.04,13,174,0.992,3.27,0.66,10,5
6.4,0.26,0.24,6.4,0.04,27,124,0.9903,3.22,0.49,12.6,7
6.4,0.29,0.44,3.6,0.2,75,181,0.9942,3.02,0.41,9.1,5
6.9,0.33,0.21,1,0.053,39,148,0.9927,3.12,0.45,9.4,6
6,0.25,0.28,2.2,0.026,54,126,0.9898,3.43,0.65,12.9,8
8.6,0.23,0.25,11.3,0.031,13,96,0.99645,3.11,0.4,10.8,5
6.4,0.25,0.41,8.6,0.042,57,173,0.9965,3,0.44,9.1,5
5.6,0.255,0.57,10.7,0.056,66,171,0.99464,3.25,0.61,10.4,7
6.3,0.39,0.22,2.8,0.048,53,173,0.99304,3.24,0.45,9.8,5
7,0.25,0.45,2.3,0.045,40,118,0.99064,3.16,0.48,11.9,7
5.9,0.33,0.32,8.1,0.038,9,34,0.9911,3.22,0.36,12.7,7
6.8,0.3,0.33,12.8,0.041,60,168,0.99659,3.1,0.56,9.8,5
6.6,0.34,0.28,1.3,0.035,32,90,0.9916,3.1,0.42,10.7,6
6.8,0.27,0.12,1.3,0.04,87,168,0.992,3.18,0.41,10,5
7.4,0.19,0.31,14.5,0.045,39,193,0.9986,3.1,0.5,9.2,6
6.3,0.34,0.31,6,0.02,18,68,0.98981,3.22,0.29,13.4,7
7.6,0.23,0.34,1.6,0.043,24,129,0.99305,3.12,0.7,10.4,5
6.8,0.24,0.33,3.2,0.049,68,161,0.99324,3.1,0.69,10.2,6
7.7,0.39,0.28,4.9,0.035,36,109,0.9918,3.19,0.58,12.2,7
6.8,0.21,0.49,14.5,0.06,50,170,0.9991,3.55,0.44,9.8,6
6.5,0.3,0.32,2,0.044,34,90,0.99185,3.37,0.68,11,7
6.3,0.41,0.22,7.3,0.035,23,117,0.99172,3.2,0.39,11.94,7
6.3,0.32,0.17,17.75,0.06,51,190,0.99916,3.13,0.48,8.8,6
5.7,0.16,0.26,6.3,0.043,28,113,0.9936,3.06,0.58,9.9,6
6.6,0.23,0.37,8.5,0.036,46,153,0.99576,3.2,0.48,9.4,6
6.6,0.23,0.27,5.6,0.043,43,164,0.9953,3.27,0.76,9.5,5
6.6,0.435,0.38,9.2,0.058,66,243,0.99833,3.23,0.54,9.1,6
6,0.28,0.24,17.8,0.047,42,111,0.99896,3.1,0.45,8.9,6
7.4,0.18,0.31,1.4,0.058,38,167,0.9931,3.16,0.53,10,7
7.6,0.19,0.38,10.6,0.06,48,174,0.9962,3.13,0.38,10.5,6
6.3,0.18,0.22,5.6,0.047,45,147,0.99383,3.09,0.54,10,5
7.5,0.4,1,19.5,0.041,33,148,0.9977,3.24,0.38,12,6
6,0.17,0.21,6,0.05,26,134,0.9939,3.08,0.54,9.8,6
6.6,0.32,0.47,15.6,0.063,27,173,0.99872,3.18,0.56,9,5
6.5,0.22,0.31,3.9,0.046,17,106,0.99098,3.15,0.31,11.5,5
7,0.24,0.24,9,0.03,42,219,0.99636,3.47,0.46,10.2,6
6.8,0.32,0.39,9.6,0.026,34,124,0.99286,3.18,0.35,12.1,6
6,0.29,0.41,10.8,0.048,55,149,0.9937,3.09,0.59,10.96666667,7
7.7,0.44,0.24,11.2,0.031,41,167,0.9948,3.12,0.43,11.3,7
7.2,0.23,0.39,14.2,0.058,49,192,0.9979,2.98,0.48,9,7
5.6,0.29,0.05,0.8,0.038,11,30,0.9924,3.36,0.35,9.2,5
5.9,0.62,0.28,3.5,0.039,55,152,0.9907,3.44,0.44,12,6
6,0.16,0.27,12,0.03,39,98,0.99402,3.15,0.34,10.8,5
6.3,0.24,0.22,11.9,0.05,65,179,0.99659,3.06,0.58,9.3,6
7.6,0.18,0.46,10.2,0.055,58,135,0.9968,3.14,0.43,9.9,6
5,0.235,0.27,11.75,0.03,34,118,0.9954,3.07,0.5,9.4,6
7.2,0.26,0.32,10.4,0.062,23,114,0.9966,3.23,0.49,10.5,5
7.7,0.39,0.28,4.9,0.035,36,109,0.9918,3.19,0.58,12.2,7
6.8,0.15,0.41,12.9,0.044,79.5,183,0.99742,3.24,0.78,10.2,6
6.5,0.23,0.2,7.5,0.05,44,179,0.99504,3.18,0.48,9.533333333,5
6.6,0.33,0.24,16.05,0.045,31,147,0.99822,3.08,0.52,9.2,5
6.7,0.38,0.26,9.55,0.036,35,91,0.9919,2.98,0.37,12.4,6
6.3,0.27,0.25,5.8,0.038,52,155,0.995,3.28,0.38,9.4,6
6.4,0.32,0.23,16.2,0.055,36,176,0.9986,3.26,0.54,9.1,5
6.9,0.28,0.37,9.1,0.037,16,76,0.9948,3.05,0.54,11.1,5
5.8,0.34,0.16,7,0.037,26,116,0.9949,3.46,0.45,10,7
6.4,0.15,0.44,1.2,0.043,67,150,0.9907,3.14,0.73,11.2,7
7.3,0.26,0.33,17.85,0.049,41.5,195,1,3.06,0.44,9.1,7
6,0.34,0.66,15.9,0.046,26,164,0.9979,3.14,0.5,8.8,6
8.2,0.37,0.27,1.7,0.028,10,59,0.9923,2.97,0.48,10.4,5
7,0.28,0.26,1.7,0.042,34,130,0.9925,3.43,0.5,10.7,8
7.3,0.38,0.23,6.5,0.05,18,102,0.99304,3.1,0.55,11.2,4
6.1,0.34,0.46,4.7,0.029,21,94,0.991,3.29,0.62,12.3,6
7.1,0.22,0.32,16.9,0.056,49,158,0.9998,3.37,0.38,9.6,6
7.6,0.32,0.58,16.75,0.05,43,163,0.9999,3.15,0.54,9.2,5
6.5,0.28,0.34,3.6,0.04,29,121,0.99111,3.28,0.48,12.1,7
7.1,0.26,0.19,8.2,0.051,53,187,0.996,3.16,0.52,9.7,5
6.5,0.17,0.31,1.5,0.041,34,121,0.99092,3.06,0.46,10.5,6
7.3,0.17,0.23,6.3,0.051,35,240,0.9963,3.36,0.54,10,6
7.4,0.26,0.43,6,0.022,22,125,0.9928,3.13,0.55,11.5,6
8.2,0.23,0.29,1.8,0.047,47,187,0.9933,3.13,0.5,10.2,6
7,0.14,0.4,1.7,0.035,16,85,0.9911,3.19,0.42,11.8,6
7.1,0.15,0.34,1,0.033,27,73,0.98974,3.24,0.41,12.2,6
5.8,0.23,0.2,2,0.043,39,154,0.99226,3.21,0.39,10.2,6
6.8,0.3,0.26,20.3,0.037,45,150,0.99727,3.04,0.38,12.3,6
6,0.52,0.33,7.7,0.046,24,119,0.99224,3.04,0.38,11,6
5.7,0.255,0.65,1.2,0.079,17,137,0.99307,3.2,0.42,9.4,5
7,0.34,0.3,1.8,0.045,44,142,0.9914,2.99,0.45,10.8,6
6.1,0.2,0.4,1.9,0.028,32,138,0.9914,3.26,0.72,11.7,5
6.9,0.19,0.35,13.5,0.038,49,118,0.99546,3,0.63,10.7,6
7.6,0.27,0.24,3.8,0.058,19,115,0.9958,3.15,0.45,8.9,5
6.7,0.27,0.25,8,0.053,54,202,0.9961,3.22,0.43,9.3,5
6.4,0.28,0.41,6.8,0.045,61,216,0.9952,3.09,0.46,9.4,5
7.3,0.21,0.21,1.6,0.046,35,133,0.99466,3.38,0.46,10,6
7.3,0.3,0.22,6.4,0.056,44,168,0.9947,3.13,0.35,10.1,6
6.8,0.17,0.36,1.4,0.036,38,108,0.99006,3.19,0.66,12,6
6.7,0.3,0.29,2.8,0.025,37,107,0.99159,3.31,0.63,11.3,7
7.4,0.33,0.26,2.6,0.04,29,115,0.9913,3.07,0.52,11.8,7
7.1,0.13,0.4,1.2,0.047,54,134,0.9932,3.3,0.97,9.8,7
