fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
5.8,0.31,0.32,4.5,0.024,28,94,0.98906,3.25,0.52,13.7,7
7.4,0.25,0.36,13.2,0.067,53,178,0.9976,3.01,0.48,9,6
8.7,0.23,0.32,13.4,0.044,35,169,0.99975,3.12,0.47,8.8,7
7.8,0.25,0.41,3.7,0.042,37,149,0.9954,3.36,0.45,10,6
6,0.17,0.36,1.7,0.042,14,61,0.99144,3.22,0.54,10.8,6
7.1,0.27,0.27,10.4,0.041,26,114,0.99335,3.04,0.52,11.5,7
6.1,0.25,0.3,1.2,0.036,42,107,0.991,3.34,0.56,10.8,7
9.1,0.28,0.49,2,0.059,10,112,0.9958,3.15,0.46,10.1,5
6.9,0.17,0.3,2,0.047,13,117,0.99152,3.16,0.51,11.6,6
8.3,0.28,0.27,17.5,0.045,48,253,1.00014,3.02,0.56,9.1,6
7,0.32,0.24,6.2,0.048,31,228,0.9957,3.23,0.62,9.4,6
6.5,0.3,0.32,2,0.044,34,90,0.99185,3.37,0.68,11,7
6.2,0.17,0.28,4.7,0.037,39,133,0.9931,3.41,0.46,10.8,7
7.2,0.22,0.49,1,0.045,34,140,0.99,3.05,0.34,12.7,6
6.6,0.38,0.15,4.6,0.044,25,78,0.9931,3.11,0.38,10.2,6
8.1,0.2,0.28,0.9,0.023,49,87,0.99062,2.92,0.36,11.1,6
6.7,0.27,0.12,1.3,0.041,62,138,0.9921,3.21,0.42,10,6
7.3,0.25,0.26,7.2,0.048,52,207,0.99587,3.12,0.37,9.2,5
6.1,0.19,0.37,2.6,0.041,24,99,0.99153,3.18,0.5,10.9,6
8.3,0.3,0.36,10,0.042,33,169,0.9982,3.23,0.51,9.3,6
6,0.17,0.3,7.3,0.039,39,104,0.99252,2.91,0.57,11,6
6.3,0.27,0.46,11.1,0.053,44,177,0.99691,3.18,0.67,9.4,5
6.8,0.43,0.26,5.2,0.043,40,176,0.99116,3.17,0.41,12.3,6
6.2,0.36,0.38,3.2,0.031,20,89,0.98956,3.06,0.33,12,7
6.3,0.13,0.42,1.1,0.043,63,146,0.99066,3.13,0.72,11.2,7
6.4,0.69,0.09,7.6,0.044,34,144,0.9948,3.26,0.38,10.1,6
7.2,0.24,0.29,2.2,0.037,37,102,0.992,3.27,0.64,11,7
6,0.39,0.13,1.2,0.042,60,172,0.99114,3.06,0.52,10.6,5
5.8,0.15,0.49,1.1,0.048,21,98,0.9929,3.19,0.48,9.2,5
5.7,0.14,0.3,5.4,0.045,26,105,0.99469,3.32,0.45,9.3,5
7,0.25,0.32,9,0.046,56,245,0.9955,3.25,0.5,10.4,6
7.7,0.22,0.42,1.9,0.052,10,87,0.9922,3.3,0.49,11.8,6
8.1,0.3,0.49,12.3,0.049,50,144,0.9971,3.09,0.57,10.2,7
6.4,0.31,0.26,13.2,0.046,57,205,0.9975,3.17,0.41,9.6,5
6.3,0.27,0.51,7.6,0.049,35,200,0.99548,3.16,0.54,9.4,4
7.2,0.4,0.24,8.5,0.055,45,151,0.99626,3.2,0.52,9.2,5
7.1,0.13,0.38,1.8,0.046,14,114,0.9925,3.32,0.9,11.7,6
7.2,0.2,0.61,16.2,0.043,14,103,0.9987,3.06,0.36,9.2,6
5.1,0.35,0.26,6.8,0.034,36,120,0.99188,3.38,0.4,11.5,6
5.6,0.295,0.2,2.2,0.049,18,134,0.99378,3.21,0.68,10,5
6.8,0.15,0.41,12.9,0.044,79.5,183,0.99742,3.24,0.78,10.2,6
7.9,0.14,0.74,1.2,0.028,30,165,0.991,3.08,0.82,12.3,6
6.2,0.26,0.2,8,0.047,35,111,0.99445,3.11,0.42,10.4,6
6.6,0.21,0.29,5.35,0.029,43,106,0.99112,2.93,0.43,11.5,7
6.4,0.16,0.22,1.4,0.04,41,149,0.9933,3.49,0.58,10,6
6,0.24,0.27,1.9,0.048,40,170,0.9938,3.64,0.54,10,7
6.4,0.22,0.32,12,0.066,57,158,0.9992,3.6,0.43,9,6
7.3,0.13,0.27,4.6,0.08,34,172,0.9938,3.23,0.39,11.1,7
8.5,0.19,0.56,17.3,0.055,47,169,1.00047,3.07,0.67,9.3,6
6.5,0.34,0.46,1,0.023,6,80,0.98865,3.15,0.54,12.9,6
6.8,0.52,0.26,5.7,0.038,27,130,0.99,3.11,0.27,13,7
6.2,0.36,0.14,8.9,0.036,38,155,0.99622,3.27,0.5,9.4,5
6.3,0.32,0.26,12,0.049,63,170,0.9961,3.14,0.55,9.9,6
7,0.12,0.29,10.3,0.039,41,98,0.99564,3.19,0.38,9.8,8
7.6,0.21,0.35,1.2,0.041,7,106,0.9914,3.06,0.45,11.3,4
6,0.32,0.3,1.3,0.025,18,112,0.98802,3.07,0.64,13.3,7
6.7,0.12,0.3,5.2,0.048,38,113,0.99352,3.33,0.44,10.1,7
6,0.28,0.27,15.5,0.036,31,134,0.99408,3.19,0.44,13,7
5.9,0.27,0.32,2,0.034,31,102,0.98952,3.16,0.56,12.3,6
7.7,0.23,0.31,10.7,0.038,59,186,0.9969,3.12,0.55,9.5,6
7.6,0.2,0.39,2.6,0.044,30,180,0.9941,3.46,0.44,10.8,7
6.2,0.32,0.16,7,0.045,30,136,0.9949,3.18,0.47,9.6,6
7,0.26,0.34,10.9,0.038,25,84,0.99432,3.11,0.34,10.9,6
6.2,0.3,0.31,1.6,0.035,40,106,0.98914,3.26,0.39,12.9,7
7,0.22,0.33,2.1,0.052,15,76,0.993,3.2,0.41,10.6,6
7.5,0.2,0.49,1.3,0.031,8,97,0.9918,3.06,0.62,11.1,5
6.2,0.31,0.21,6.3,0.041,50,218,0.9941,3.15,0.6,10,5
6,0.21,0.29,13.1,0.042,28,125,0.99936,3.39,0.45,8.6,5
6.8,0.31,0.32,7.6,0.052,35,143,0.9959,3.14,0.38,9,5
7.1,0.18,0.32,12.2,0.048,36,125,0.9967,2.92,0.54,9.4,6
6.8,0.46,0.26,2.7,0.042,28,83,0.99114,3.38,0.51,12,8
6.5,0.19,0.28,1.4,0.046,22,90,0.99038,3.18,0.51,11.7,7
5.9,0.24,0.12,1.4,0.035,60,247,0.99358,3.34,0.44,9.6,6
7.4,0.19,0.3,12.8,0.053,48.5,229,0.9986,3.14,0.49,9.1,7
7,0.33,0.78,9.9,0.042,21,251,0.99435,3.01,0.55,11,6
7.2,0.29,0.4,7.6,0.024,56,177,0.9928,3.04,0.32,11.5,6
8.6,0.17,0.28,2.7,0.047,38,150,0.99365,3.1,0.56,10.8,6
6.4,0.32,0.26,7.9,0.05,53,180,0.99514,3.14,0.5,9.6,5
7.6,0.27,0.33,2,0.059,19,175,0.9944,3.22,0.56,9.9,5
7.8,0.24,0.18,6.7,0.046,33,160,0.9963,3.2,0.56,9.8,6
8.3,0.18,0.3,1.1,0.033,20,57,0.99109,3.02,0.51,11,6
6.5,0.28,0.28,8.5,0.047,54,210,0.9962,3.09,0.54,8.9,4
5.1,0.14,0.25,0.7,0.039,15,89,0.9919,3.22,0.43,9.2,6
6.2,0.25,0.28,8.5,0.035,28,108,0.99486,3.4,0.42,10.4,6
6.3,0.22,0.57,1.4,0.208,14,96,0.9932,3.16,0.43,10,6
7.1,0.34,0.15,1.2,0.053,61,183,0.9936,3.09,0.43,9.2,5
7.6,0.39,0.32,3.6,0.035,22,93,0.99144,3.08,0.6,12.5,7
6.2,0.37,0.3,6.6,0.346,79,200,0.9954,3.29,0.58,9.6,5
6.9,0.25,0.4,1.3,0.038,22,101,0.9901,3.03,0.39,11.4,6
6.5,0.19,0.26,5.2,0.04,31,140,0.995,3.26,0.68,9.5,6
6.6,0.25,0.39,1.45,0.04,40,89,0.9911,3.35,0.4,11.4,7
6.6,0.21,0.29,1.8,0.026,35,128,0.99183,3.37,0.48,11.2,6
6.3,0.255,0.37,1.1,0.04,37,114,0.9905,3,0.39,10.9,6
7.5,0.27,0.79,11.95,0.04,51,159,0.99839,2.98,0.44,8.7,5
6.1,0.27,0.33,2.2,0.021,26,117,0.9886,3.12,0.3,12.5,6
6.6,0.23,0.2,11.4,0.044,45,131,0.99604,2.96,0.51,9.7,6
6,0.28,0.52,6.2,0.028,37,104,0.99161,3.28,0.51,11.8,7
6.5,0.37,0.3,2.2,0.033,39,107,0.98894,3.22,0.53,13.5,7
8.4,0.35,0.71,12.2,0.046,22,160,0.9982,2.98,0.65,9.4,5
5.8,0.35,0.29,3.2,0.034,41,151,0.9912,3.35,0.58,11.63333333,7
6.8,0.36,0.24,4.6,0.039,24,124,0.9909,3.27,0.34,12.6,7
6.4,0.25,0.57,1,0.062,21,122,0.99238,3,0.4,9.5,5
6,0.17,0.49,1,0.034,26,106,0.992,3.21,0.42,9.8,6
5.8,0.17,0.3,1.4,0.037,55,130,0.9909,3.29,0.38,11.3,6
7.7,0.27,0.49,3.8,0.037,46,139,0.99116,3.04,0.38,11.6,6
6.5,0.38,0.53,1.4,0.142,5,69,0.9926,3.14,0.52,10.1,4
6.6,0.27,0.52,8.1,0.044,53,202,0.99548,3.18,0.48,9.5,5
6.6,0.26,0.31,4.8,0.138,41,168,0.9951,3.2,0.38,9.3,5
7.1,0.17,0.38,7.4,0.052,49,182,0.9958,3.35,0.52,9.6,6
6.3,0.41,0.22,7.3,0.035,23,117,0.99172,3.2,0.39,11.94,7
6.5,0.29,0.26,7,0.04,18,113,0.99366,3.17,0.38,10.2,6
6,0.29,0.27,2.3,0.044,20,117,0.9895,3.31,0.41,12.7,7
6.2,0.25,0.25,1.4,0.03,35,105,0.9912,3.3,0.44,11.1,7
6.7,0.46,0.21,4,0.034,12,88,0.99016,3.26,0.54,13,6
5.8,0.3,0.38,4.9,0.039,22,86,0.98963,3.23,0.58,13.1,7
7.6,0.27,0.32,1.2,0.043,23,72,0.99236,3.06,0.68,10.5,5
6.3,0.23,0.22,3.75,0.039,37,116,0.9927,3.23,0.5,10.7,6
6.4,0.15,0.29,1.8,0.044,21,115,0.99166,3.1,0.38,10.2,5
6.6,0.26,0.22,18.15,0.05,23,139,0.99904,3.06,0.5,9.2,5
7.1,0.15,0.34,5.3,0.034,33,104,0.9953,3.37,0.52,9.3,7
6,0.2,0.71,1.6,0.15,10,54,0.9927,3.12,0.47,9.8,5
6.6,0.34,0.24,3.3,0.034,29,99,0.99031,3.1,0.4,12.3,7
7.5,0.33,0.48,19.45,0.048,55,243,1.001,2.95,0.4,8.8,5
6.9,0.18,0.36,1.3,0.036,40,117,0.9934,3.27,0.95,9.5,7
6.9,0.23,0.24,14.2,0.053,19,94,0.9982,3.17,0.5,9.6,5
6.8,0.34,0.27,5.2,0.06,14,169,0.99252,3.27,0.57,11.6,6
7.2,0.36,0.36,5.7,0.038,26,98,0.9914,2.93,0.59,12.5,7
6.6,0.22,0.37,1.6,0.04,31,101,0.99009,3.15,0.66,12,5
6.1,0.15,0.29,6.2,0.046,39,151,0.99471,3.6,0.44,10.6,6
7,0.25,0.33,2.1,0.021,17,76,0.99021,3.26,0.45,12.3,6
6.6,0.39,0.28,9.2,0.036,10,92,0.99206,3.07,0.35,12.1,6
6.6,0.64,0.28,4.4,0.032,19,78,0.99036,3.11,0.62,12.9,6
7.1,0.3,0.36,6.8,0.055,44.5,234,0.9972,3.49,0.64,10.2,6
5.6,0.23,0.29,3.1,0.023,19,89,0.99068,3.25,0.51,11.2,6
7.7,0.44,0.24,11.2,0.031,41,167,0.9948,3.12,0.43,11.3,7
6.4,0.13,0.28,0.9,0.045,32,87,0.99175,3.47,0.52,11.2,6
7,0.23,0.35,1.4,0.036,31,113,0.9912,3.16,0.48,10.8,7
6.6,0.21,0.5,8.7,0.036,41,191,0.99294,2.96,0.56,11,6
8,0.25,0.13,17.2,0.036,49,219,0.9996,2.96,0.46,9.7,5
6.4,0.23,0.3,7.1,0.037,63,236,0.9952,3.06,0.34,9.2,6
7,0.27,0.48,6.1,0.042,60,184,0.99566,3.2,0.5,9.4,6
7.6,0.36,0.48,13.5,0.038,44,116,0.9982,3.04,0.48,9.2,5
6.9,0.28,0.3,8.3,0.026,37,113,0.99139,2.99,0.38,12.3,8
8.8,0.23,0.35,10.7,0.04,26,183,0.9984,2.93,0.49,9.1,6
6.6,0.25,0.36,8.1,0.045,54,180,0.9958,3.08,0.42,9.2,5
5.9,0.21,0.31,1.8,0.033,45,142,0.98984,3.35,0.5,12.7,6
6.4,0.2,0.32,3.1,0.041,18,126,0.9914,3.43,0.42,12,6
7.3,0.28,0.37,1.2,0.039,26,99,0.99198,3.01,0.62,10.8,5
6.3,0.3,0.28,5,0.042,36,168,0.99505,3.22,0.69,9.5,6
6.1,0.23,0.27,9.8,0.055,74,134,0.99534,3.16,0.4,10.2,6
6.3,0.18,0.24,3.4,0.053,20,119,0.99373,3.11,0.52,9.2,6
6.9,0.32,0.13,7.8,0.042,11,117,0.996,3.23,0.37,9.2,5
6.8,0.18,0.38,1.4,0.038,35,111,0.9918,3.32,0.59,11.2,7
6.2,0.41,0.22,1.9,0.023,5,56,0.98928,3.04,0.79,13,7
6.3,0.48,0.48,1.8,0.035,35,96,0.99121,3.49,0.74,12.2,6
8.3,0.23,0.43,3.2,0.035,14,101,0.9928,3.15,0.36,11.5,5
7.3,0.27,0.3,1.3,0.04,26,84,0.99222,3.28,0.53,10.7,6
6.2,0.29,0.23,12.4,0.048,33,201,0.99612,3.11,0.56,9.9,6
6.2,0.25,0.42,8,0.049,53,206,0.99586,3.16,0.47,9.1,6
7.6,0.25,0.34,1.3,0.056,34,176,0.99434,3.1,0.51,9.5,5
6.1,0.25,0.28,10,0.055,56,131,0.994,3.22,0.35,10.9,6
7.9,0.33,0.26,1.2,0.044,23,103,0.9932,3.19,0.54,10.5,6
7.7,0.24,0.31,1.3,0.047,33,106,0.993,3.22,0.55,10.8,6
7.5,0.27,0.36,7,0.036,45,164,0.9939,3.03,0.33,11,5
7.2,0.4,0.38,2.2,0.03,40,109,0.99075,3.27,0.46,12.6,6
6.7,0.48,0.49,2.9,0.03,28,122,0.98926,3.13,0.4,13,6
6.7,0.27,0.33,3.6,0.034,9,45,0.99144,3.08,0.4,10.5,6
6.8,0.15,0.41,12.9,0.044,79.5,183,0.99742,3.24,0.78,10.2,6
6.9,0.25,0.26,5.2,0.024,36,135,0.9948,3.16,0.72,10.7,7
7.5,0.32,0.49,1.7,0.031,44,109,0.9906,3.07,0.46,12.5,6
6.8,0.26,0.32,7,0.041,38,118,0.9939,3.25,0.52,10.8,6
7.7,0.32,0.62,10.6,0.036,56,153,0.9978,3.13,0.44,8.9,6
6.6,0.17,0.35,2.6,0.03,33,78,0.99146,3.22,0.72,11.3,6
7.4,0.16,0.3,1.4,0.064,34,166,0.99136,3.11,0.42,11.43333333,6
6.9,0.29,0.16,6.8,0.034,65,212,0.9955,3.08,0.39,9,6
6.8,0.35,0.53,10.1,0.053,37,151,0.9963,3.07,0.4,9.4,5
7.8,0.25,0.34,13.7,0.044,66,184,0.99976,3.22,0.75,8.9,5
8.2,0.23,0.4,1.2,0.027,36,121,0.992,3.12,0.38,10.7,6
6.3,0.2,0.19,12.3,0.048,54,145,0.99668,3.16,0.42,9.3,6
7.5,0.18,0.45,4.6,0.041,67,158,0.9927,3.01,0.38,10.6,6
6.5,0.36,0.36,6.7,0.185,51.5,151,0.99528,3.17,0.42,9.3,5
7,0.2,0.4,1.1,0.058,30,93,0.99322,3.03,0.38,9.2,6
5.2,0.24,0.45,3.8,0.027,21,128,0.992,3.55,0.49,11.2,8
5.7,0.21,0.24,2.3,0.047,60,189,0.995,3.65,0.72,10.1,6
7.9,0.26,0.41,15.15,0.04,38,216,0.9976,2.96,0.6,10,6
6,0.26,0.34,1.3,0.046,6,29,0.9924,3.29,0.63,10.4,5
6,0.26,0.29,3.1,0.041,37,144,0.98944,3.22,0.39,12.8,7
6.7,0.41,0.01,2.8,0.048,39,137,0.9942,3.24,0.35,9.5,5
6.1,0.44,0.28,4.25,0.032,43,132,0.9916,3.26,0.47,11.3,7
7,0.28,0.28,1.4,0.039,12,83,0.99173,3.18,0.65,11.1,5
6,0.39,0.17,12,0.046,65,246,0.9976,3.15,0.38,9,6
7.4,0.24,0.26,1.6,0.058,53,150,0.9936,3.18,0.5,9.9,7
9.2,0.28,0.49,11.8,0.042,29,137,0.998,3.1,0.34,10.1,4
7.8,0.34,0.27,1.2,0.04,25,106,0.9932,3.01,0.55,10.4,5
6.6,0.36,0.52,11.3,0.046,8,110,0.9966,3.07,0.46,9.4,5
5.3,0.31,0.38,10.5,0.031,53,140,0.99321,3.34,0.46,11.7,6
7.3,0.22,0.4,14.75,0.042,44.5,129.5,0.9998,3.36,0.41,9.1,7
6.2,0.27,0.32,6.3,0.048,47,159,0.99282,3.21,0.6,11,6
7.7,0.28,0.35,15.3,0.056,31,117,0.9998,3.27,0.5,9.6,5
7.9,0.16,0.3,7.4,0.05,58,152,0.99612,3.12,0.37,9.5,6
9.4,0.16,0.3,1.4,0.042,26,176,0.9954,3.15,0.46,9.1,5
7.1,0.31,0.17,1,0.042,21,144,0.99304,3.13,0.4,9.6,5
7.3,0.34,0.3,9.4,0.057,34,178,0.99554,3.15,0.44,10.4,6
6.3,0.2,0.3,5.9,0.034,35,152,0.99642,3.47,0.4,8.5,6
8.3,0.14,0.45,1.5,0.039,18,98,0.99215,3.02,0.56,11,6
6.6,0.26,0.28,9.4,0.028,13,121,0.99254,3.17,0.34,12.1,6
5.7,0.25,0.27,10.8,0.05,58,116,0.99592,3.1,0.5,9.8,6
7.3,0.32,0.34,6.6,0.032,24,112,0.99505,3.22,0.46,9.8,6
6.8,0.41,0.3,8.8,0.045,28,131,0.9953,3.12,0.59,9.9,5
7.7,0.12,0.32,1.4,0.06,47,150,0.9952,3.37,0.42,9.2,6
7.5,0.28,0.33,7.7,0.048,42,180,0.9974,3.37,0.59,10.1,6
7.4,0.19,0.3,12.8,0.053,48.5,212,0.9986,3.14,0.49,9.1,7
5.9,0.29,0.32,1.4,0.022,17,47,0.9899,3.35,0.35,11.5,6
5.8,0.4,0.42,4.4,0.047,38.5,245,0.9937,3.25,0.57,9.6,6
6.7,0.12,0.36,2.3,0.039,43,125,0.99229,3.07,0.67,10.1,7
7.4,0.27,0.31,2.4,0.014,15,143,0.99094,3.03,0.65,12,4
6.5,0.36,0.49,2.9,0.03,16,94,0.9902,3.1,0.49,12.1,7
7.1,0.44,0.37,2.7,0.041,35,128,0.9896,3.07,0.43,13.5,7
5.5,0.17,0.23,2.9,0.039,10,108,0.99243,3.28,0.5,10,5
7.6,0.16,0.44,1.4,0.043,25,109,0.9932,3.11,0.75,10.3,6
5.8,0.28,0.66,9.1,0.039,26,159,0.9965,3.66,0.55,10.8,5
6.7,0.24,0.46,2.2,0.033,19,111,0.99045,3.1,0.62,11.9,6
6.9,0.38,0.38,13.1,0.112,14,94,0.99792,3.02,0.48,9.2,5
8.1,0.4,0.32,7.9,0.031,23,118,0.99176,3.05,0.46,13.3,7
7.4,0.19,0.3,1.4,0.057,33,135,0.993,3.12,0.5,9.6,6
7.1,0.26,0.31,2.2,0.044,29,128,0.9937,3.34,0.64,10.9,8
6.6,0.39,0.39,11.9,0.057,51,221,0.99851,3.26,0.51,8.9,6
6.5,0.315,0.2,6.6,0.041,9,126,0.99494,2.94,0.51,8.8,5
6.9,0.34,0.36,1.4,0.032,13,145,0.99214,3.07,0.52,9.8,5
6.4,0.18,0.48,4,0.186,64,150,0.9945,3.06,0.4,9.3,5
8,0.55,0.42,12.6,0.211,37,213,0.9988,2.99,0.56,9.3,5
7.6,0.18,0.49,18.05,0.046,36,158,0.9996,3.06,0.41,9.2,5
7.2,0.31,0.35,7.2,0.046,45,178,0.9955,3.14,0.53,9.7,5
5.9,0.23,0.24,1.6,0.037,32,115,0.99076,3.21,0.51,11.4,6
6.3,0.22,0.34,1.2,0.036,32,96,0.98961,3.06,0.74,11.6,6
6,0.14,0.17,5.6,0.036,37,127,0.99373,3.05,0.57,9.8,6
9,0.3,0.49,7.2,0.039,32,84,0.9938,2.94,0.32,11.5,6
6.8,0.36,0.32,1.6,0.039,10,124,0.9948,3.3,0.67,9.6,5
6.4,0.18,0.48,18,0.054,56,183,1.00038,2.98,0.61,8.5,6
6.4,0.36,0.2,5.7,0.118,61,172,0.9946,3.24,0.43,9.5,6
7.2,0.23,0.39,2.3,0.033,29,102,0.9908,3.26,0.54,12.3,7
7.4,0.17,0.29,1.4,0.047,23,107,0.9939,3.52,0.65,10.4,6
6.4,0.32,0.26,7.9,0.05,53,180,0.99514,3.14,0.5,9.6,5
6.3,0.18,0.36,1.2,0.034,26,111,0.99074,3.16,0.51,11,6
8.3,0.2,0.74,4.45,0.044,33,130,0.9924,3.25,0.42,12.2,6
6.8,0.28,0.44,11.5,0.04,58,223,0.9969,3.22,0.56,9.5,5
6.9,0.41,0.33,10.1,0.043,28,152,0.9968,3.2,0.52,9.4,5
7.9,0.33,0.28,31.6,0.053,35,176,1.0103,3.15,0.38,8.8,6
6.1,0.26,0.25,2.9,0.047,289,440,0.99314,3.44,0.64,10.5,3
5.2,0.24,0.15,7.1,0.043,32,134,0.99378,3.24,0.48,9.9,6
5.5,0.42,0.09,1.6,0.019,18,68,0.9906,3.33,0.51,11.4,7
6.2,0.32,0.5,6.5,0.048,61,186,0.9948,3.19,0.45,9.6,5
6.1,0.18,0.38,2.3,0.033,28,111,0.98962,3.16,0.49,12.4,6
7.3,0.18,0.31,17.3,0.055,32,197,1.0002,3.13,0.46,9,6
5.4,0.22,0.35,6.5,0.029,26,87,0.99092,3.29,0.44,12.5,7
6.7,0.23,0.39,2.5,0.172,63,158,0.9937,3.11,0.36,9.4,6
6.8,0.27,0.37,8.2,0.055,52,192,0.99586,3.11,0.52,9.5,6
6.3,0.2,0.4,1.5,0.037,35,107,0.9917,3.46,0.5,11.4,6
8,0.28,0.3,8.4,0.03,35,115,0.99192,2.93,0.42,12.3,6
7.7,0.16,0.41,1.7,0.048,60,173,0.9932,3.24,0.66,11.2,7
7.7,0.25,0.49,2.5,0.047,31,169,0.99252,3.07,0.57,10.6,6
5.8,0.19,0.25,10.8,0.042,33,124,0.99646,3.22,0.41,9.2,6
6.5,0.25,0.27,17.4,0.064,29,140,0.99776,3.2,0.49,10.1,6
7.2,0.27,0.42,1.6,0.05,35,135,0.992,2.94,0.46,11,6
6,0.26,0.42,5.2,0.027,70,178,0.9914,3.4,0.4,12.3,8
5.8,0.14,0.15,6.1,0.042,27,123,0.99362,3.06,0.6,9.9,6
6.1,0.17,0.28,4.5,0.033,46,150,0.9933,3.43,0.49,10.9,6
6.4,0.29,0.3,2.9,0.036,25,79,0.99037,3.29,0.6,12.4,7
7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,8
8,0.23,0.41,1.1,0.048,35,150,0.99168,3.09,0.47,11.2,5
6.2,0.25,0.44,15.8,0.057,39,167,0.99804,3.14,0.51,9.2,5
6.8,0.19,0.23,5.1,0.034,71,204,0.9942,3.23,0.69,10.1,5
6.6,0.28,0.3,7.8,0.049,57,202,0.9958,3.24,0.39,9.5,5
7.9,0.27,0.27,1.7,0.034,25,122,0.99088,2.97,0.51,11.9,6
7.7,0.24,0.27,1.8,0.051,52,190,0.9928,3.23,0.5,10.8,6
6.8,0.18,0.24,9.8,0.058,64,188,0.9952,3.13,0.51,10.6,6
6.3,0.22,0.22,5.6,0.039,31,128,0.99296,3.12,0.46,10.4,6
7,0.4,0.25,1.8,0.05,51,189,0.99174,3,0.55,11.4,6
6.1,0.28,0.25,6.9,0.056,44,201,0.9955,3.19,0.4,9.1,6
6.4,0.125,0.36,1.4,0.044,22,68,0.99014,3.15,0.5,11.7,7
6.7,0.28,0.42,3.5,0.035,43,105,0.99021,3.18,0.38,12.2,6
6.4,0.17,0.32,2.4,0.048,41,200,0.9938,3.5,0.5,9.7,6
6.3,0.25,0.53,1.8,0.021,41,101,0.989315,3.19,0.31,13,6
7.8,0.25,0.37,1,0.043,10,80,0.99128,3.08,0.38,11.4,5
6.7,0.31,0.34,6.8,0.059,51,215,0.99538,3.33,0.56,10.3,5
6.5,0.39,0.81,1.2,0.217,14,74,0.9936,3.08,0.53,9.5,5
7.6,0.18,0.28,7.1,0.041,29,110,0.99652,3.2,0.42,9.2,6
6.8,0.26,0.48,6.2,0.049,55,182,0.99582,3.21,0.45,9.4,6
7.8,0.32,0.33,10.4,0.031,47,194,0.99692,3.07,0.58,9.6,6
6.9,0.25,0.47,8.4,0.042,36,156,0.99604,3.15,0.55,9.4,6
7.4,0.27,0.26,11.8,0.053,55,173,0.99699,3.11,0.6,9.8,5
6.2,0.19,0.38,5.1,0.019,22,82,0.98961,3.05,0.36,12.5,6
6.5,0.21,0.51,17.6,0.045,34,125,0.99966,3.2,0.47,8.8,6
7.4,0.31,0.74,10.7,0.039,51,147,0.9977,3.02,0.43,8.7,5
5.3,0.165,0.24,1.1,0.051,25,105,0.9925,3.32,0.47,9.1,5
5.2,0.5,0.18,2,0.036,23,129,0.98949,3.36,0.77,13.4,7
6.8,0.475,0.33,3.95,0.047,16,81,0.98988,3.23,0.53,13.4,7
7.3,0.24,0.39,17.95,0.057,45,149,0.9999,3.21,0.36,8.6,5
8.3,0.21,0.49,19.8,0.054,50,231,1.0012,2.99,0.54,9.2,5
6.3,0.24,0.35,2.3,0.039,43,109,0.99056,3.34,0.44,11.8,6
7,0.23,0.42,18.05,0.05,35,144,0.9999,3.22,0.42,8.8,5
9.1,0.28,0.49,2,0.059,10,112,0.9958,3.15,0.46,10.1,5
8.4,0.2,0.31,2.8,0.054,16,89,0.99416,2.96,0.45,9.5,6
5.7,0.25,0.26,12.5,0.049,52.5,106,0.99691,3.08,0.45,9.4,6
6.4,0.14,0.31,1.2,0.034,53,138,0.99084,3.38,0.35,11.5,7
7.1,0.44,0.27,8.4,0.057,60,160,0.99257,3.16,0.36,11.8,6
6,0.32,0.3,1.9,0.033,41,142,0.98912,3.29,0.42,12.8,7
6.1,0.24,0.26,1.7,0.033,61,134,0.9903,3.19,0.81,11.9,7
6,0.13,0.36,1.6,0.052,23,72,0.98974,3.1,0.5,11.5,7
7.4,0.4,0.41,14.1,0.053,37,194,0.99886,3.2,0.63,9.4,6
7.2,0.22,0.28,7.2,0.06,41,132,0.9935,3.08,0.59,11.3,6
6.3,0.27,0.18,7.7,0.048,45,186,0.9962,3.23,0.47,9,5
7.3,0.2,0.44,1.4,0.045,21,98,0.9924,3.15,0.46,10,7
7.8,0.27,0.58,11.2,0.036,44,161,0.9977,3.06,0.41,8.9,6
5.6,0.19,0.46,1.1,0.032,33,115,0.9909,3.36,0.5,10.4,6
6.4,0.24,0.49,5.8,0.053,25,120,0.9942,3.01,0.98,10.5,6
8,0.24,0.33,1.2,0.044,28,101,0.99035,3.03,0.43,12.5,6
6.5,0.41,0.24,14,0.048,24,113,0.9982,3.44,0.53,9.8,6
6,0.31,0.27,2.3,0.042,19,120,0.98952,3.32,0.41,12.7,7
8.4,0.32,0.35,11.7,0.029,3,46,0.99439,3.02,0.34,11.8,6
8.7,0.24,0.35,0.6,0.042,11,71,0.9926,3.08,0.38,10.6,5
5,0.455,0.18,1.9,0.036,33,106,0.98746,3.21,0.83,14,7
6.8,0.28,0.39,1.4,0.036,15,115,0.9918,3.27,0.72,11.7,5
8.1,0.26,0.37,1.9,0.072,48,159,0.9949,3.37,0.7,10.9,6
7,0.21,0.28,8.7,0.045,37,222,0.9954,3.25,0.54,10.4,6
6.8,0.32,0.21,2.2,0.044,15,68,0.9932,3.17,0.39,9.4,6
6.4,0.28,0.23,6,0.051,50,162,0.994,3.15,0.52,10.2,5
7.1,0.44,0.62,11.8,0.044,52,152,0.9975,3.12,0.46,8.7,6
7.3,0.19,0.49,15.55,0.058,50,134,0.9998,3.42,0.36,9.1,7
