Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Rings
0.53,0.415,0.15,0.7775,0.237,0.1415,0.33,20
0.585,0.475,0.185,0.9585,0.4145,0.1615,0.33,11
0.38,0.27,0.08,0.2105,0.0865,0.042,0.07,8
0.58,0.45,0.145,1.0025,0.547,0.1975,0.2295,8
0.28,0.21,0.085,0.1065,0.039,0.0295,0.03,4
0.52,0.385,0.115,0.581,0.2555,0.156,0.143,10
0.545,0.405,0.135,0.5945,0.27,0.1185,0.185,8
0.51,0.395,0.12,0.6175,0.262,0.122,0.193,12
0.615,0.46,0.15,1.0265,0.4935,0.201,0.2745,10
0.43,0.315,0.095,0.378,0.175,0.08,0.1045,8
0.43,0.325,0.1,0.3645,0.1575,0.0825,0.105,7
0.62,0.5,0.175,1.107,0.4895,0.24,0.343,11
0.49,0.4,0.145,0.6635,0.21,0.1295,0.2515,13
0.57,0.435,0.14,0.8085,0.3235,0.183,0.22,16
0.555,0.43,0.155,0.7395,0.3135,0.1435,0.28,10
0.57,0.45,0.135,0.7805,0.3345,0.185,0.21,8
0.6,0.495,0.165,1.2415,0.485,0.2775,0.34,15
0.555,0.455,0.16,1.0575,0.3925,0.228,0.293,13
0.49,0.37,0.14,0.585,0.243,0.115,0.195,10
0.455,0.35,0.135,0.5365,0.2855,0.0855,0.1325,7
0.635,0.485,0.155,1.073,0.467,0.1975,0.35,11
0.235,0.17,0.065,0.0625,0.023,0.014,0.022,6
0.555,0.44,0.14,0.846,0.346,0.1715,0.2735,10
0.35,0.26,0.075,0.18,0.09,0.0245,0.055,5
0.355,0.285,0.095,0.2275,0.0955,0.0475,0.0715,6
0.5,0.38,0.11,0.494,0.218,0.09,0.1325,7
0.355,0.27,0.075,0.1775,0.079,0.0315,0.054,6
0.63,0.48,0.16,1.199,0.5265,0.335,0.315,11
0.475,0.42,0.16,0.7095,0.35,0.1505,0.1845,8
0.345,0.285,0.1,0.2225,0.0865,0.058,0.075,8
0.175,0.125,0.04,0.028,0.0095,0.008,0.009,4
0.47,0.36,0.1,0.4705,0.1635,0.089,0.1385,8
0.69,0.53,0.21,1.583,0.7355,0.405,0.3865,12
0.54,0.41,0.13,0.56,0.2375,0.1065,0.175,7
0.58,0.48,0.18,1.2495,0.4945,0.27,0.371,8
0.61,0.48,0.165,1.097,0.4215,0.264,0.335,13
0.57,0.42,0.155,1.008,0.377,0.193,0.34,13
0.52,0.425,0.145,0.7,0.207,0.1905,0.24,13
0.63,0.465,0.15,1.0315,0.4265,0.24,0.325,11
0.62,0.49,0.16,1.056,0.493,0.244,0.2725,9
0.39,0.31,0.085,0.344,0.181,0.0695,0.079,7
0.605,0.485,0.16,1.201,0.417,0.2875,0.38,9
0.485,0.355,0.105,0.498,0.2175,0.096,0.1525,9
0.61,0.48,0.16,1.234,0.598,0.238,0.315,12
0.525,0.415,0.15,0.7055,0.329,0.147,0.199,10
0.51,0.395,0.13,0.6025,0.281,0.143,0.162,7
0.62,0.5,0.18,1.3915,0.726,0.2795,0.332,11
0.585,0.465,0.155,0.9145,0.4555,0.1965,0.235,9
0.58,0.45,0.17,0.9705,0.4615,0.232,0.248,9
0.63,0.49,0.16,1.09,0.407,0.224,0.354,12
0.655,0.505,0.195,1.4405,0.688,0.3805,0.363,11
0.695,0.545,0.185,1.5715,0.6645,0.3835,0.4505,13
0.705,0.54,0.205,1.757,0.8265,0.417,0.461,9
0.6,0.475,0.18,1.1805,0.4345,0.2475,0.425,19
0.455,0.345,0.125,0.44,0.169,0.1065,0.135,12
0.57,0.445,0.155,0.867,0.3705,0.1705,0.28,9
0.44,0.35,0.12,0.375,0.1425,0.0965,0.115,9
0.46,0.35,0.105,0.3705,0.1575,0.077,0.114,9
0.745,0.585,0.215,2.499,0.9265,0.472,0.7,17
0.445,0.335,0.14,0.4565,0.1785,0.114,0.14,11
0.445,0.325,0.125,0.455,0.1785,0.1125,0.14,9
0.46,0.365,0.115,0.511,0.2365,0.118,0.123,7
0.535,0.42,0.15,0.7365,0.2785,0.186,0.215,14
0.165,0.12,0.03,0.0215,0.007,0.005,0.005,3
0.585,0.47,0.145,0.9565,0.4025,0.2365,0.265,9
0.555,0.44,0.145,0.85,0.4165,0.1685,0.23,8
0.675,0.525,0.16,1.2835,0.572,0.2755,0.3545,13
0.605,0.49,0.15,1.1345,0.4305,0.2525,0.35,10
0.53,0.42,0.135,0.675,0.294,0.156,0.1825,10
0.385,0.29,0.1,0.2575,0.1,0.061,0.086,6
0.625,0.5,0.175,1.0565,0.4615,0.258,0.305,10
0.72,0.55,0.2,1.9965,0.9035,0.469,0.5215,10
0.355,0.29,0.09,0.3275,0.134,0.086,0.09,9
0.39,0.29,0.09,0.2625,0.117,0.054,0.077,7
0.16,0.11,0.025,0.0195,0.0075,0.005,0.006,4
0.205,0.14,0.05,0.046,0.0165,0.012,0.0135,6
0.255,0.19,0.075,0.0865,0.0345,0.0205,0.025,5
0.51,0.395,0.155,0.5395,0.2465,0.1085,0.167,8
0.41,0.315,0.095,0.306,0.121,0.0735,0.09,9
0.485,0.375,0.14,0.521,0.2,0.123,0.17,8
0.41,0.33,0.105,0.335,0.1525,0.074,0.11,7
0.555,0.395,0.13,0.5585,0.222,0.1245,0.17,9
0.675,0.53,0.195,1.4985,0.62,0.375,0.425,9
0.57,0.445,0.155,0.733,0.282,0.159,0.235,14
0.335,0.255,0.075,0.1635,0.0615,0.0345,0.057,8
0.455,0.36,0.115,0.457,0.2085,0.0855,0.147,10
0.63,0.5,0.175,1.2645,0.5635,0.3065,0.3425,10
0.505,0.4,0.13,0.764,0.3035,0.189,0.2175,11
0.58,0.465,0.165,1.1015,0.404,0.2095,0.35,11
0.6,0.465,0.18,1.193,0.5145,0.315,0.3055,8
0.45,0.35,0.1,0.3675,0.1465,0.1015,0.12,10
0.505,0.425,0.125,0.6115,0.245,0.1375,0.2,9
0.655,0.52,0.17,1.1445,0.53,0.223,0.348,9
0.47,0.36,0.105,0.544,0.27,0.1395,0.129,7
0.625,0.445,0.16,1.09,0.46,0.2965,0.304,11
0.69,0.515,0.18,1.8445,0.9815,0.4655,0.341,13
0.725,0.57,0.19,2.3305,1.253,0.541,0.52,9
0.415,0.315,0.12,0.4015,0.199,0.087,0.097,8
0.535,0.425,0.135,0.771,0.3765,0.1815,0.1795,8
0.445,0.33,0.105,0.4525,0.18,0.103,0.123,9
0.6,0.51,0.185,1.285,0.6095,0.2745,0.315,9
0.465,0.36,0.13,0.5265,0.2105,0.1185,0.165,10
0.43,0.34,0.11,0.382,0.154,0.0955,0.109,8
0.395,0.295,0.09,0.3025,0.143,0.0665,0.0765,5
0.185,0.135,0.045,0.032,0.011,0.0065,0.01,4
0.575,0.445,0.17,0.8015,0.3475,0.1465,0.25,9
0.585,0.465,0.165,0.885,0.4025,0.1625,0.274,10
0.36,0.275,0.075,0.2205,0.0985,0.044,0.066,7
0.625,0.515,0.18,1.3485,0.5255,0.252,0.3925,14
0.6,0.48,0.09,1.05,0.457,0.2685,0.28,8
0.635,0.505,0.155,1.2895,0.594,0.314,0.345,11
0.57,0.445,0.155,1.017,0.5265,0.2025,0.265,10
0.485,0.365,0.14,0.6195,0.2595,0.1445,0.177,14
0.48,0.38,0.135,0.528,0.2,0.1395,0.16,14
0.57,0.475,0.195,1.0295,0.4635,0.1905,0.305,18
0.6,0.465,0.15,1.1025,0.5455,0.262,0.25,8
0.18,0.13,0.045,0.0275,0.0125,0.01,0.009,3
0.75,0.55,0.195,1.8325,0.83,0.366,0.44,11
0.575,0.45,0.125,0.78,0.3275,0.188,0.235,9
0.61,0.46,0.17,1.278,0.41,0.257,0.37,17
0.485,0.38,0.125,0.5215,0.2215,0.118,0.16,8
0.525,0.41,0.115,0.7745,0.416,0.163,0.18,7
0.555,0.43,0.125,0.7005,0.3395,0.1355,0.2095,8
0.395,0.27,0.1,0.2985,0.1445,0.061,0.082,5
0.68,0.53,0.185,1.1095,0.439,0.245,0.34,10
0.425,0.325,0.11,0.3335,0.173,0.045,0.1,7
0.49,0.375,0.115,0.4615,0.204,0.0945,0.143,8
0.37,0.275,0.08,0.2325,0.093,0.056,0.072,6
0.625,0.495,0.155,1.025,0.46,0.1945,0.34,9
0.645,0.51,0.19,1.4865,0.6445,0.296,0.425,12
0.56,0.46,0.18,0.97,0.342,0.196,0.355,12
0.52,0.405,0.14,0.6915,0.276,0.137,0.215,11
0.76,0.605,0.215,2.173,0.801,0.4915,0.646,13
0.535,0.42,0.145,0.6885,0.273,0.1515,0.237,9
0.55,0.425,0.15,0.806,0.376,0.171,0.245,14
0.505,0.475,0.16,1.1155,0.509,0.239,0.3065,8
0.485,0.37,0.1,0.513,0.219,0.1075,0.13,7
0.405,0.305,0.1,0.268,0.1145,0.053,0.085,7
0.6,0.47,0.165,1.059,0.504,0.241,0.275,9
0.725,0.55,0.22,2.0495,0.7735,0.4405,0.655,10
0.29,0.21,0.06,0.1045,0.0415,0.022,0.035,5
0.325,0.24,0.075,0.155,0.0475,0.0355,0.06,9
0.56,0.45,0.16,1.0235,0.429,0.268,0.3,10
0.435,0.335,0.11,0.383,0.1555,0.0675,0.135,12
0.495,0.375,0.15,0.597,0.2615,0.135,0.178,11
0.65,0.565,0.2,1.6645,0.753,0.367,0.43,12
0.645,0.515,0.185,1.4605,0.5835,0.3155,0.41,19
0.415,0.315,0.115,0.3895,0.2015,0.065,0.103,9
0.53,0.415,0.13,0.8425,0.275,0.1945,0.265,20
0.635,0.51,0.155,0.986,0.405,0.2255,0.31,10
0.575,0.445,0.16,0.9175,0.45,0.1935,0.24,9
0.665,0.5,0.15,1.2475,0.4625,0.2955,0.3595,10
0.535,0.415,0.135,0.78,0.3165,0.169,0.2365,8
0.345,0.255,0.095,0.183,0.075,0.0385,0.06,6
0.58,0.46,0.15,1.049,0.5205,0.1935,0.305,10
0.63,0.5,0.18,1.1965,0.514,0.2325,0.3995,8
0.41,0.325,0.1,0.3555,0.146,0.072,0.105,9
0.6,0.475,0.16,1.164,0.5045,0.2635,0.335,12
0.2,0.14,0.055,0.035,0.0145,0.008,0.01,5
0.61,0.485,0.145,1.3305,0.783,0.2255,0.2865,9
0.445,0.345,0.12,0.4035,0.169,0.0825,0.13,7
0.535,0.405,0.185,0.8345,0.3175,0.1725,0.29,16
0.535,0.42,0.145,0.926,0.398,0.1965,0.25,17
0.625,0.49,0.155,1.115,0.484,0.277,0.3095,9
0.65,0.545,0.23,1.752,0.5605,0.2895,0.815,16
0.625,0.48,0.145,1.085,0.4645,0.2445,0.327,10
